SampType,ParkCode,NETNCode,Description,Latitude,Longitude,Date,SampEventCode,Year,Rep,Depth_m,Temp_C,DO_mgL,DO_PerSat,pH,SpCond,Turbidity,Discharge,pH,ANC,AppColor,DOC,TP,TN,NO3,NO2,NH3,NO3_ueqL,Cl,SO4
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),0,0,10/18/2011,4564,2011,,0.25,11.46,10.21,93.6,7.45,120,,0.285,,,,,,,,,,,,
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),0,0,5/30/2012,4609,2012,,0.06,15.51,8.92,89.5,7.14,121,2.18,0.171,7.4,557.00,24,2.12,37,0.687,0.536,<MRL 0.005,<MRL 0.08,38,239,245
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.77021408,-74.52423096,6/27/2012,4606,2012,,0.22,15.7,9.34,94.1,7.17,128,2.05,0.095,,,,,,,,,,,,
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.77004242,-74.52425385,7/19/2012,4659,2012,,-0.18,16.55,9.08,93,7.23,133,1.28,0.147,,,,,,,,,,,,
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.77006149,74.52416229,8/14/2012,4677,2012,,0.00,15.46,9.33,93.4,6.89,137,2.15,0.108,7.52,578.00,23,1.41,20,0.791,0.635,<MRL 0.005,<MRL 0.08,45,352,258
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.77016449,-74.52426147,9/17/2012,4683,2012,,-0.08,10.5,10.81,96.9,7.68,123,1.24,0.036,,,,,,,,,,,,
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.77033997,-74.52440643,10/15/2012,4724,2012,,0.11,9.55,10.29,90.2,7.34,124,1.32,0.056,,,,,,,,,,,,
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.7701,-74.5244,5/13/2013,4763,2013,,-0.07,10.04,10.69,94.8,6.89,105,1.29,0.212,7.35,405.00,23,1.71,17,0.607,0.479,<MRL 0.005,<MRL 0.08,34,246,274
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.7702,-74.5245,6/18/2013,4775,2013,,-0.10,14.66,9.65,95,6.99,98,2.53,0.492,,,,,,,,,,,,
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.7701,-74.5242,7/24/2013,4816,2013,,-0.06,17.97,8.82,93.2,7.02,126,2.47,0.31,,,,,,,,,,,,
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),0,0,8/27/2013,4842,2013,,-0.04,18.04,9.05,95.7,7.42,127,2.14,0.129,7.42,506.00,37,1.36,17,0.713,0.620,<MRL 0.005,<MRL 0.08,44,294,267
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.7699,-74.5244,9/19/2013,4863,2013,,0.27,11.68,10.33,95.1,7.61,100,1.42,,,,,,,,,,,,,
NETNStreams,MORR,MORRSA,East Primrose Brook (Stream A),40.7702,-74.5243,10/29/2013,4889,2013,,0.51,9.94,10.38,91.8,7.22,115,3.64,0.059,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744621,-74.56543,5/23/2006,2214,2006,,0.22,12.29,10.25,95.8,7.46,216,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744507,-74.565193,6/20/2006,2217,2006,,0.16,20.46,8.31,92.3,7.43,234,,1.722,,760.00,10,,20,1.06,,0.002,0.008,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,7/25/2006,2215,2006,,0.14,20.43,8.7,96.5,7.58,223,,2.475,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744667,-74.565704,8/15/2006,2213,2006,,0.10,20.92,8.73,97.8,7.56,230,,2.204,,740.00,13,,10,1.07,,0.003,0.007,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744747,-74.565514,9/19/2006,2220,2006,,0.07,18.9,8.79,94.6,7.55,224,,2.075,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,10/17/2006,2223,2006,,0.05,10.44,10.73,96.1,7.67,217,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744621,-74.56546,4/17/2007,2219,2007,,0.42,7.97,11.5,97,7.28,180,,17.331,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7444,-74.565346,5/22/2007,2226,2007,,0.19,12.57,10.21,96.1,7.85,226,,3.401,7.5098,659.16,5,,15,1.27,,0.003,<MRL 0.02,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744667,-74.565598,6/12/2007,2212,2007,,0.16,18.7,8.67,92.9,7.61,237,,2.368,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744675,-74.565506,7/10/2007,2216,2007,,0.14,21.44,8.17,92.5,7.95,238,,1.26,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744507,-74.56501,8/7/2007,2222,2007,,0.11,21.47,8.1,91.8,7.76,233,,1.099,7.55,733.10,8,,22,1.03,,0.002,<MRL 0.02,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744301,-74.565727,9/5/2007,2221,2007,,0.27,17.78,9.03,95.1,7.59,244,,1.055,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744698,-74.565384,10/2/2007,2218,2007,,0.02,14.29,9.81,95.8,7.54,247,,0.768,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,5/13/2008,2498,2008,,0.26,9.64,10.61,93.2,7.4,216,,3.696,7.57,641.00,19,,17,1.12,,<MRL 0.005,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744373,-74.56562,6/11/2008,2496,2008,,0.62,22.62,7.74,89.7,7.38,246,,2.135,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744656,-74.565361,7/17/2008,2499,2008,,0.50,20.57,8.51,94.8,7.44,248,,1.41824,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744556,-74.565598,8/25/2008,2224,2008,,0.17,20.59,8.34,92.8,7.55,265,,,7.72,810.00,9.7,,82,0.79,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744942,-74.565208,9/17/2008,2225,2008,,0.07,17.69,9.22,96.8,7.47,254,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.74461,-74.565536,10/9/2008,2497,2008,,0.20,13.21,9.93,94.8,7.64,265,,0.97262,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,5/12/2009,4007,2009,,0.19,13.98,10.29,99.9,7.41,248,,3.223,7.58,677.00,20,,17,1.03,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,5/12/2009,4007,2009,,0.19,13.98,10.29,99.9,7.41,248,,3.223,7.55,676.00,20,,18,1.07,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,6/16/2009,4020,2009,,0.22,16.68,9.4,96.6,7.4,239,,2.348,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.744526,-74.565559,7/28/2009,4035,2009,,0.20,22.57,8.88,102.7,7.43,251,,1.761,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,8/25/2009,4133,2009,,0.03,21.85,8.49,96.9,7.43,231,,1.94,7.67,730.00,21,,21,1.04,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,8/25/2009,4133,2009,,0.03,21.85,8.49,96.9,7.43,231,,1.94,7.68,730.00,21,,21,1.04,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,9/21/2009,4061,2009,,0.31,16.72,9.44,97.1,7.4,260,,2.066,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,10/14/2009,4081,2009,,0.40,10.3,10.69,95.4,7.68,266,,1.096,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,5/11/2010,4180,2010,,0.27,11.46,11.49,105.4,7.41,247,,3.7051,7.36,633.00,20,,19,1.49,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,5/11/2010,4180,2010,,0.28,11.45,11.03,101.1,7.41,248,,3.7051,7.36,633.00,20,,19,1.49,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,6/9/2010,4206,2010,,0.40,15.1,9.66,96,7.66,266,,1.703,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,7/20/2010,4236,2010,,0.07,23.44,7.999,93.9,7.57,248,,1.3467,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,8/24/2010,4266,2010,,0.39,18.51,8.84,94.4,,233,,1.2,7.69,711.00,72,,132,1.39,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,9/14/2010,4314,2010,,0.12,17.34,9.03,94.2,7.68,277,,0.941,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,10/11/2010,4311,2010,,0.26,15.14,9.41,93.6,7.52,263,,1.004,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,5/17/2011,4358,2011,,0.19,12.9,10.83,102.6,7.35,193,,8.955,7.44,559.00,73,,26,1.06,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,5/17/2011,4358,2011,,0.19,12.9,10.83,102.6,7.35,193,,8.955,7.42,558.00,73,,26,1.06,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,6/15/2011,4349,2011,,0.39,18.38,8.87,94.5,7.4,245,,3.174,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,7/13/2011,4404,2011,,0.11,21.04,8.44,94.8,7.37,278,,1.658,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,8/8/2011,4524,2011,,0.31,23.01,7.98,93.1,7.65,268,,1.141,7.71,754.00,12,,24,1.02,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,8/8/2011,4524,2011,,0.36,23.03,7.97,93.1,7.63,268,,1.141,7.71,754.00,12,,24,1.02,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,9/12/2011,4545,2011,,0.37,17.89,9.25,97.5,7.22,217,,9.344,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,10/19/2011,4567,2011,,0.36,12.62,10.09,95,7.76,246,,5.365,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),0,0,5/30/2012,4610,2012,,0.18,18.47,8.8,93.9,7.35,250,1.46,2.477,7.62,757.00,13,1.55,21,1.03,0.888,<MRL 0.005,<MRL 0.08,63,1127,274
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.74458313,-74.56554413,6/28/2012,4626,2012,,0.31,16.16,9.42,95.8,7.2,256,0.63,1.9153,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.74460602,-74.56552124,7/19/2012,4662,2012,,-0.10,19.61,8.61,94,7.45,272,0.73,1.308,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.74475861,-74.56572723,8/14/2012,4680,2012,,0.04,18.74,8.91,95.6,7.45,257,0.8,1.505,7.71,772.00,16,1.66,25,0.8,0.635,<MRL 0.005,<MRL 0.08,45,1194,254
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.74452972,-74.56562805,9/17/2012,4687,2012,,-0.02,14.41,10.02,98.2,7.55,274,4.61,0.938,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7447052,-74.56547546,10/15/2012,4728,2012,,0.27,10.75,10.31,93,7.52,275,2.24,1.22,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7447,-74.5655,5/13/2013,4765,2013,,0.03,12.99,10.01,95,7.32,250,1.89,2.886,7.63,661.00,28,2.87,26,1.02,0.860,<MRL 0.005,<MRL 0.08,61,1225,259
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7445,-74.5657,6/17/2013,4771,2013,,0.01,18.27,9.12,96.9,7.3,238,2.48,4.952,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7446,-74.5657,7/24/2013,4817,2013,,0.02,21.14,8.32,93.6,7.39,253,1.19,2.575,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7445,-74.5654,8/27/2013,4840,2013,,-0.03,21.07,8.61,96.7,7.29,260,0.62,2.593,5.59,692.00,10,1.49,17,1.28,1.128,<MRL 0.005,<MRL 0.08,80,1230,275
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7447,-74.5654,9/18/2013,4864,2013,,0.37,15.14,9.69,96.5,7.66,275,0.59,1.975,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7446,-74.5654,10/30/2013,4885,2013,,0.50,8.44,11.66,99.6,7.5,287,1.6,1.553,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7445,-74.5658,5/8/2014,390,2014,,0.12,12.07,10.47,97.4,7.27,242,1.15,10.495,7.62,605.00,24,1.65,14,1.26,1.156,<MRL 0.005,<MRL 0.08,82,1184,272
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7446,-74.5656,6/10/2014,304,2014,,0.08,18.01,9.21,97.3,7.36,217,1.5,3.685,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7445,-74.5653,7/9/2014,315,2014,,0.12,22.11,8.24,94.5,7.17,273,0.76,1.901,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7446,74.6167,8/11/2014,335,2014,,0.06,21.11,8.33,93.7,7.46,293,0.72,1.34,7.62,745.45,17,1.41,17,1.135,1.072,0.001,0.003,76,1720,300
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7447,-74.5654,9/17/2014,359,2014,,0.13,14.35,9.83,96.2,7.51,285,0.28,0.51,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7446,-74.5657,10/7/2014,369,2014,,0.11,14.05,9.79,95.1,7.48,293,0.31,0.91,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7447,-74.5655,5/21/2015,4961,2015,,0.10,13.25,9.87,94.3,7.48,293,0.71,2.348,7.612,715.79,12.057,1.474,15.2,1.063,2.020,0.0025,<MRL 0.005,143.271111111111,3450.63814285714,680.200625
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7446,-74.5654,6/22/2015,4974,2015,,0.05,22.35,8.16,94,7.39,280,1.17,2.049,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7446,-74.5655,7/22/2015,4999,2015,,0.10,21.71,8.26,94.1,7.49,306,0.43,1.108,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7447,-74.5656,8/19/2015,3759,2015,,0.10,23.11,8.29,96.9,7.43,318,0.7,0.71,7.643,794.11,11.365,1.4,17.3,0.491,0.606,<MRL 0.001,<MRL 0.01,43,1911,275
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7447,-74.5656,9/23/2015,3776,2015,,0.08,15.76,9.61,96.9,7.5,324,0.39,0.565,,,,,,,,,,,,
NETNStreams,MORR,MORRSD,Indian Grove Brook (Stream D),40.7446,-74.5655,10/21/2015,3793,2015,,0.04,11.45,10.5,96.3,7.09,323,0.21,0.696,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.751694,-74.551353,7/25/2006,2203,2006,,0.29,19.59,8.75,95.5,7.51,176,,5.588,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,8/15/2006,2201,2006,,0.17,19.95,8.71,95.7,8,206,,4.471,,760.00,20,,20,0.72,,0.004,0.009,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,10/17/2006,2200,2006,,0.03,10.03,10.85,96.2,7.74,211,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.75153,-74.551178,4/17/2007,2211,2007,,0.39,7.36,11.73,97.5,7.24,158,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,5/22/2007,2210,2007,,0.19,12.54,10.19,95.8,7.82,221,,5.856,7.5541,785.88,10,,22,0.95,,0.012,0.029,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.751743,-74.551254,6/12/2007,2209,2007,,0.47,18.61,8.8,94.2,7.66,237,,3.836,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.751728,-74.551308,7/10/2007,2207,2007,,0.11,21.09,8.45,95,7.65,219,,2.993,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.752022,-74.551201,8/7/2007,2197,2007,,0.23,20.92,8.38,94,7.67,238,,2.147,7.69,946.00,13,,22,0.61,,0.001,<MRL 0.02,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.751858,-74.551346,9/5/2007,2206,2007,,0.13,17.01,9.31,96.4,7.63,263,,2.434,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.751904,-74.55114,10/2/2007,2205,2007,,0.09,13.22,10.2,97.3,7.63,271,,3.101,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.751812,-74.551323,5/13/2008,2492,2008,,0.30,9.99,10.6,94,7.49,201,,6.606,7.59,791.00,40,,27,0.829,,0.0062,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.751938,-74.55143,6/11/2008,2494,2008,,0.60,22.38,7.98,92,7.41,246,,4.32,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.750046,-74.554626,7/17/2008,2493,2008,,0.50,19.54,8.72,95.1,7.46,266,,2.18095,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,8/25/2008,2198,2008,,0.21,19.81,8.68,95.2,7.57,264,,,7.8,963.00,11.3,,27,0.435,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.751541,-74.551437,9/17/2008,2208,2008,,0.24,17.18,9.39,97.6,7.61,259,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.75185,-74.551292,10/8/2008,2495,2008,,0.18,11.61,10.39,95.6,7.41,279,,1.8831,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.751705,-74.551285,5/12/2009,4008,2009,,0.25,14.82,10.03,99.2,7.52,219,,5.483,7.66,784.00,42,,26,0.606,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,6/16/2009,4019,2009,,0.36,17.11,9.27,96.1,7.52,230,,5.63,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,7/28/2009,4036,2009,,0.36,22.18,8.96,102.9,7.52,249,,2.745,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,8/25/2009,4056,2009,,0.10,21.6,8.27,93.9,7.49,204,,4.0447,7.7,860.00,57,,47,0.644,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,9/21/2009,4062,2009,,0.66,15.38,9.64,96.5,7.45,264,,1.461,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,10/14/2009,4080,2009,,0.55,9.85,11.24,99.3,7.52,282,,2.011,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,5/11/2010,4179,2010,,0.26,11.49,11.04,101.3,7.41,231,,6.046,7.58,790.00,30,,34,1.04,,0.012,<MRL 0.08,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,6/8/2010,4205,2010,,0.34,17.18,9.16,95.1,7.62,251,,3.431,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,7/20/2010,4251,2010,,0.01,23.16,8.11,94.9,7.65,219,,2.786,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,8/24/2010,4265,2010,,0.36,18.71,8.88,95.2,,229,,2.722,7.75,859.00,40,,33,0.459,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,9/14/2010,4291,2010,,0.35,16.53,9.17,94,7.71,254,,1.854,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,10/11/2010,4310,2010,,0.21,14.39,9.6,94,7.52,241,,1.801,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,5/17/2011,4357,2011,,0.23,13.06,10.08,95.8,7.28,153,,,7.44,592.00,124,,45,0.879,,0.0083,<MRL 0.08,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,6/15/2011,4350,2011,,0.35,18.18,9.01,95.6,7.46,231,,7.143,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,7/13/2011,4400,2011,,0.17,20.76,8.5,95,7.51,225,,3.786,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,8/8/2011,4504,2011,,0.20,23.05,8.19,95.6,7.7,263,,3.03,7.81,969.00,23,,26,0.431,,0.07,<MRL 0.08,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,9/12/2011,4546,2011,,0.28,18.35,9.22,98.2,7.37,225,,14.829,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,10/19/2011,4563,2011,,0.34,12.86,9.9,93.7,7.63,235,,17.277,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,5/30/2012,4611,2012,,0.53,19.54,8.57,93.5,7.45,245,2.67,5.29,7.71,970.00,41,2.44,44,0.805,0.606,0.011,<MRL 0.08,43,992,245
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.75182343,-74.55129242,6/27/2012,4605,2012,,0.24,14.51,9.74,95.6,7.19,246,2.87,3.354,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.75177383,-74.55133057,7/19/2012,4663,2012,,-0.11,19.51,8.64,94.1,7.48,266,5.79,2.642,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.75179291,-74.55119324,8/14/2012,4675,2012,,0.12,17.81,9.08,95.6,7.53,228,0.85,2.247,7.73,872.00,23,2.13,27,0.45,0.240,<MRL 0.005,<MRL 0.08,17,936,227
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.75169754,-74.55117798,9/17/2012,4686,2012,,-0.01,13.6,10.2,98.1,7.59,249,0.41,1.5,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.75148773,-74.55111694,10/15/2012,4727,2012,,0.20,10.16,10.63,94.6,7.57,270,0.86,1.994,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7518,-74.5513,5/13/2013,4766,2013,,0.18,13.42,9.91,95,7.46,215,1.27,5.434,7.64,764.00,52,3.6,31,0.765,0.465,0.0076,<MRL 0.08,33,925,218
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7518,-74.5511,6/17/2013,4774,2013,,-0.04,19.17,8.86,95.9,7.41,211,9.35,24.986,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7518,-74.5513,7/23/2013,4814,2013,,-0.03,23.39,7.81,91.8,7.3,240,3.54,7.758,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,8/26/2013,4841,2013,,0.26,19.7,8.84,96.7,7.76,226,1.34,4.187,7.73,852.00,27,2.52,24,0.644,0.437,<MRL 0.005,<MRL 0.08,31,925,215
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7518,-74.551,9/18/2013,4865,2013,,0.33,14.38,10.09,98.8,7.76,272,1.66,3.029,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7519,-74.5515,10/30/2013,4886,2013,,0.54,7.4,11.76,97.9,7.6,298,1.01,2.598,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7517,-74.5512,5/7/2014,389,2014,,0.11,15.67,9.99,100.6,7.42,222,3.85,13.447,7.71,679.00,34,1.33,18,0.79,0.663,<MRL 0.005,<MRL 0.08,47,1020,275
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7519,-74.5514,6/10/2014,303,2014,,0.06,17.7,9.32,97.9,7.47,200,5.46,6.19,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7518,-74.5511,7/9/2014,316,2014,,0.06,21.78,8.33,95,7.25,267,3.85,2.788,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,8/11/2014,334,2014,,0.00,19.86,8.8,96.6,7.64,283,1.54,1.98,7.77,986.85,21,1.3,19.3,0.883,0.790,0.001,0.015,56,1445,289
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7519,-74.5513,9/17/2014,361,2014,,0.04,14.97,9.74,96.6,7.75,335,1.45,1.97,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7518,-74.5511,10/7/2014,368,2014,,0.00,13.03,10,95,7.52,284,0.57,1.73,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.752,-74.5513,5/20/2015,4960,2015,,0.09,15.56,9.28,93.2,7.56,248,2.93,3.998,7.733,872.19,74.463,3.165,44.1,0.735,0.979,0.0123,0.057,69.4528571428571,2479.02142857143,537.2884375
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.752,-74.5513,5/20/2015,4960,2015,,0.09,15.56,9.28,93.2,7.56,248,2.93,3.998,7.733,872.19,76.449,2.984,42.9,0.725,0.998,0.0122,0.049,70.7690476190476,2469.6,539.568125
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7517,-74.5513,6/23/2015,4975,2015,,0.06,20.44,8.62,95.6,7.45,264,1.82,3.844,,,,,,,,,,,,
